id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria,aislamiento_enc,eficiencia_construccion_enc,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta
5534,Casa,133.6,5,2,14.0,Good,A,0,6,0,13.1,732.99,0,1,3,7,1,0,12,0,80.4,Primavera,25.2,365.71,1,16,0.75,274.2825,59.0,Efficient,2,4,False,False,True,True,False
5535,Casa,151.2,6,2,11.0,Poor,A,0,4,0,12.2,4260.42,5,2,4,10,1,1,23,1,69.3,Primavera,17.5,591.2,1,17,0.75,443.4,38.1,Moderate,0,4,False,True,False,False,True
5536,Departamento,65.7,1,1,36.0,Poor,D,0,2,0,11.7,762.76,1,2,3,2,1,1,10,1,69.9,Otoño,16.8,272.39,1,16,0.75,204.2925,25.9,Moderate,0,1,True,False,False,True,False
5537,Pequeño Comercio,86.5,4,1,34.0,Good,E,0,3,0,13.8,2919.69,1,2,2,3,0,1,9,1,62.8,Primavera,19.0,394.01,1,17,0.75,295.5075,45.4,Moderate,2,0,True,False,False,False,True
5538,Departamento,39.3,3,1,60.0,Good,E,0,2,1,20.1,528.51,0,2,1,3,1,0,7,1,47.9,Otoño,18.8,300.79,1,20,0.75,225.59250000000003,24.9,Inefficient,2,0,True,False,False,False,True
5539,Casa,136.8,7,1,13.0,Good,B,0,8,0,8.3,1596.65,2,1,3,9,1,0,16,1,74.5,Primavera,14.0,2419.059049727241,1,19,0.75,1814.2942872954309,62.4,Efficient,2,3,False,False,False,False,True
5540,Casa,212.6,3,1,51.0,Average,D,0,8,1,21.9,6883.69,5,2,6,7,1,1,22,1,64.7,Invierno,10.6,1385.16,1,16,0.75,1038.87,32.4,Moderate,1,1,True,False,False,False,True
5541,Casa,212.8,6,3,10.0,Good,B,0,6,1,23.1,2037.33,1,1,5,4,1,1,13,1,68.0,Verano,25.8,1571.23,1,21,0.75,1178.4225,30.7,Moderate,2,3,False,False,False,False,False
5542,Casa,149.8,7,5,34.0,Excellent,A,0,4,0,14.8,5072.23,5,2,1,3,1,0,12,1,80.1,Invierno,3.5,505.81,1,19,0.75,379.3575,80.2,Efficient,3,4,True,False,False,True,False
5543,Departamento,46.1,3,2,72.0,Poor,E,0,4,1,21.7,1067.82,0,2,6,2,1,0,11,1,40.0,Otoño,19.1,755.64,1,18,0.75,566.73,11.7,Inefficient,0,0,True,False,False,False,True
5544,Departamento,59.6,1,2,39.0,Good,D,0,1,1,16.8,1330.21,0,1,2,3,1,0,7,1,64.6,Invierno,7.0,240.83,1,18,0.75,180.6225,36.8,Moderate,2,1,True,False,False,False,True
5545,Departamento,60.4,1,2,26.0,Good,C,0,1,1,22.6,675.32,0,1,1,1,1,0,4,0,84.2,Otoño,13.3,446.03,1,17,0.75,334.5225,26.5,Moderate,2,2,False,False,True,False,True
5546,Casa,167.9,3,5,31.0,Good,E,0,1,0,10.3,1330.21,2,1,1,0,1,0,5,0,59.3,Otoño,8.0,280.17,1,15,0.75,210.1275,12.2,Inefficient,2,0,False,False,True,False,False
5547,Departamento,65.1,1,1,26.0,Excellent,D,0,1,0,13.2,1369.24,1,1,0,1,1,0,4,1,76.8,Otoño,13.0,192.19,1,18,0.75,144.14249999999998,65.1,Efficient,3,1,False,False,False,True,False
5548,Casa,84.4,3,1,53.0,Poor,E,0,1,0,17.3,1820.06,1,1,0,2,1,0,5,1,59.7,Verano,31.3,511.22,1,20,0.75,383.415,0.0,Inefficient,0,0,True,False,False,False,True
5549,Casa,90.4,2,1,40.0,Excellent,A,0,2,0,15.4,719.56,1,2,0,0,1,0,4,0,58.4,Invierno,5.8,280.8,1,17,0.75,210.6,59.4,Efficient,3,4,False,False,True,False,True
5550,Departamento,101.2,7,5,38.0,Good,E,0,7,0,8.6,1178.97,1,2,6,2,1,0,12,1,45.7,Verano,20.3,436.33,1,15,0.75,327.2475,30.1,Moderate,2,0,True,False,False,False,False
5551,Casa,94.2,2,2,28.0,Good,C,0,3,1,20.2,2010.85,0,1,1,2,1,1,6,1,66.0,Verano,32.6,509.81,1,16,0.75,382.3575,44.0,Moderate,2,2,False,False,False,False,True
5552,Departamento,85.6,2,1,13.0,Good,E,0,4,0,15.7,1829.13,3,1,3,5,1,0,13,0,83.5,Invierno,7.6,663.52,1,20,0.75,497.64,40.6,Moderate,2,0,False,False,True,False,True
5553,Casa,216.3,8,5,43.0,Good,E,0,7,0,14.9,3522.84,4,2,6,2,1,1,16,1,69.3,Primavera,19.5,990.11,1,17,0.75,742.5825,38.6,Moderate,2,0,True,False,False,False,True
5554,Casa,109.1,1,2,28.0,Excellent,E,0,2,0,14.4,1390.63,1,1,0,3,1,1,7,1,67.9,Invierno,6.8,572.36,1,19,0.75,429.27,38.7,Moderate,3,0,True,False,False,False,True
5555,Pequeño Comercio,112.8,3,2,23.0,Good,A,0,5,0,11.9,1420.4,0,3,1,7,0,0,11,1,73.5,Primavera,20.2,470.26,1,16,0.75,352.695,61.5,Efficient,2,4,False,False,False,False,True
5556,Casa,149.2,6,3,59.0,Poor,E,1,3,1,24.0,7033.47,3,1,2,2,1,0,9,0,66.7,Primavera,15.8,781.18,1,17,0.75,585.885,19.8,Inefficient,0,0,False,False,True,False,False
5557,Casa,99.7,2,1,25.0,Excellent,B,0,2,0,16.0,2017.12,0,1,2,1,1,0,5,1,77.0,Invierno,9.1,458.77,1,18,0.75,344.0775,67.4,Efficient,3,3,False,False,False,True,False
5558,Departamento,93.1,4,3,49.0,Poor,C,0,1,0,15.9,616.69,0,1,2,2,1,1,7,1,68.1,Primavera,20.1,205.29,1,16,0.75,153.9675,33.1,Moderate,0,2,True,False,False,True,False
5559,Casa,64.8,1,1,64.0,Good,E,0,2,1,21.4,2070.24,0,1,2,3,1,0,7,1,57.1,Primavera,14.5,508.56,1,21,0.75,381.42,30.9,Moderate,2,0,True,False,False,False,True
5560,Casa,79.0,1,1,25.0,Poor,B,0,2,1,18.8,3952.93,3,1,3,4,1,0,12,1,91.6,Invierno,8.6,661.49,1,18,0.75,496.1175,25.4,Moderate,0,3,False,False,False,True,False
5561,Departamento,42.9,1,1,28.0,Excellent,B,0,1,0,15.3,512.3,0,1,2,1,1,0,5,1,69.4,Primavera,18.1,246.74,1,19,0.75,185.055,59.9,Efficient,3,3,False,False,False,False,True
5562,Departamento,72.3,1,1,28.0,Excellent,B,0,1,1,19.1,1377.0,0,1,0,2,1,1,5,1,76.6,Verano,29.6,299.13,1,23,0.75,224.3475,63.3,Efficient,3,3,False,False,False,True,False
5563,Casa,104.4,4,5,52.0,Poor,C,0,2,0,10.8,1970.91,3,1,1,2,1,1,9,1,38.5,Verano,25.6,676.46,1,15,0.75,507.345,7.2,Inefficient,0,2,True,False,False,False,True
5564,Casa,99.6,2,1,33.0,Average,B,0,4,0,14.7,1666.47,1,2,7,3,1,0,14,0,80.4,Primavera,24.1,471.38,1,19,0.75,353.535,41.1,Moderate,1,3,False,False,True,False,True
5565,Departamento,53.5,2,2,41.0,Poor,A,0,1,0,14.6,935.31,0,1,1,0,1,0,3,1,56.4,Otoño,13.3,524.67,1,21,0.75,393.5025,0.0,Inefficient,0,4,True,False,False,False,False
5566,Casa,164.5,4,2,17.0,Excellent,A,0,3,1,20.4,2360.37,3,1,2,2,1,0,9,1,78.1,Invierno,2.9,524.03,1,15,0.75,393.0225,80.2,Efficient,3,4,False,False,False,True,False
5567,Pequeño Comercio,131.9,3,3,56.0,Poor,E,0,5,0,9.1,4539.83,5,3,6,2,0,0,16,1,61.1,Primavera,17.7,722.38,1,15,0.75,541.785,14.0,Inefficient,0,0,True,False,False,False,False
5568,Casa,46.8,3,3,16.0,Good,A,1,4,0,12.1,770.64,0,1,4,2,1,0,8,0,83.6,Invierno,9.5,179.91,1,16,0.75,134.9325,65.5,Efficient,2,4,False,False,True,False,True
5569,Departamento,61.2,3,5,31.0,Excellent,A,0,2,1,22.3,785.53,1,1,3,2,1,0,8,1,61.1,Verano,26.7,447.33,1,20,0.75,335.4975,72.0,Efficient,3,4,True,False,False,True,False
5570,Casa,57.9,2,1,28.0,Average,B,0,1,0,10.0,771.69,1,1,3,0,1,1,7,1,77.9,Otoño,15.6,191.21,1,18,0.75,143.4075,42.8,Moderate,1,3,False,False,False,False,True
5571,Casa,114.4,2,1,7.0,Poor,A,1,1,0,13.9,6670.41,2,1,0,0,1,1,5,0,88.8,Otoño,14.5,77.37,1,16,0.75,58.0275,73.1,Efficient,0,4,False,False,True,True,False
5572,Casa,139.2,7,1,33.0,Poor,E,0,1,0,9.5,5806.13,2,1,1,0,1,1,6,0,78.1,Otoño,15.0,136.31,1,19,0.75,102.2325,28.6,Moderate,0,0,False,False,True,True,False
5573,Casa,103.9,7,5,42.0,Poor,D,0,7,1,20.1,721.35,0,1,9,5,1,0,16,1,52.3,Verano,28.9,1020.37,1,21,0.75,765.2775,28.7,Moderate,0,1,True,False,False,True,False
5574,Departamento,79.5,1,1,70.0,Average,D,0,1,1,23.6,756.29,0,1,1,1,1,0,4,0,65.8,Primavera,12.6,198.95,1,23,0.75,149.21249999999998,38.5,Moderate,1,1,False,False,True,False,True
5575,Departamento,75.8,1,1,41.0,Excellent,B,0,1,1,22.2,1154.02,0,1,0,1,1,0,3,1,38.9,Otoño,13.2,324.32,1,18,0.75,243.24,47.1,Moderate,3,3,True,False,False,True,False
5576,Casa,102.8,1,2,64.0,Poor,E,0,3,0,14.6,2226.66,0,1,4,4,1,1,11,1,62.3,Primavera,16.7,475.36,1,20,0.75,356.52,19.4,Inefficient,0,0,True,False,False,False,True
5577,Casa,265.2,6,4,27.0,Good,E,0,3,0,9.4,1330.21,4,2,1,1,1,1,10,1,66.7,Invierno,8.6,363.24,1,16,0.75,272.43,55.0,Efficient,2,0,False,True,False,False,True
5578,Casa,124.1,1,1,25.0,Good,A,0,1,1,20.9,2795.78,3,1,1,3,1,1,10,0,61.6,Otoño,11.9,750.65,1,18,0.75,562.9875,24.4,Inefficient,2,4,False,False,True,False,True
5579,Casa,252.3,7,4,31.0,Poor,E,0,8,0,12.5,3221.53,2,1,7,9,1,1,21,0,69.3,Verano,24.0,1035.0,1,19,0.75,776.25,17.7,Inefficient,0,0,False,False,True,False,True
5580,Departamento,95.4,1,1,18.0,Excellent,E,0,1,0,8.0,1033.88,0,1,0,0,1,0,2,0,88.1,Otoño,21.6,99.36,1,22,0.75,74.52,66.5,Efficient,3,0,False,False,True,True,False
5581,Casa,165.2,1,1,50.0,Good,E,0,2,1,22.5,4849.38,5,2,1,2,1,0,11,1,67.6,Otoño,16.3,947.1,1,20,0.75,710.325,11.2,Inefficient,2,0,True,False,False,False,True
5582,Casa,191.4,6,4,48.0,Poor,B,0,7,0,17.1,2808.41,3,1,10,5,1,0,20,0,53.0,Invierno,10.7,764.69,1,15,0.75,573.5175,47.7,Moderate,0,3,False,False,True,True,False
5583,Departamento,55.7,3,3,63.0,Poor,E,0,3,1,24.0,641.01,0,2,1,3,1,0,7,1,42.8,Otoño,12.5,484.69,1,18,0.75,363.5175,27.5,Moderate,0,0,True,False,False,True,False
5584,Casa,141.5,7,5,24.0,Poor,B,0,4,0,10.9,1168.17,2,2,4,6,1,0,15,1,81.8,Verano,27.8,528.74,1,20,0.75,396.555,41.8,Moderate,0,3,False,False,False,True,False
5585,Casa,60.8,1,1,7.0,Poor,C,0,1,0,11.8,508.06,0,1,0,0,1,0,2,0,72.6,Primavera,22.1,174.54,1,22,0.75,130.905,36.4,Moderate,0,2,False,False,True,True,False
5586,Departamento,44.8,1,1,27.0,Good,A,0,2,0,15.7,321.33,0,1,1,2,1,1,6,1,52.6,Invierno,8.0,465.6,1,21,0.75,349.20000000000005,66.0,Efficient,2,4,False,False,False,True,False
5587,Departamento,56.2,1,2,52.0,Poor,C,0,1,0,9.8,1230.8,0,2,1,0,1,0,4,1,55.0,Invierno,4.8,145.97,1,22,0.75,109.4775,27.5,Moderate,0,2,True,False,False,True,False
5588,Casa,119.1,2,1,19.0,Good,B,0,2,0,10.6,1330.21,2,1,3,1,1,0,8,1,87.4,Primavera,21.8,223.84,1,21,0.75,167.88,67.0,Efficient,2,3,False,False,False,True,False
5589,Casa,144.7,4,4,7.0,Good,C,0,8,0,8.0,2338.09,5,2,6,3,1,0,17,1,78.3,Invierno,7.4,603.14,1,20,0.75,452.355,59.3,Efficient,2,2,False,False,False,True,False
5590,Casa,151.8,7,1,28.0,Poor,E,0,8,0,8.2,2917.94,3,1,7,10,1,0,22,1,72.3,Verano,33.6,1119.06,1,19,0.75,839.295,28.1,Moderate,0,0,True,False,False,False,False
5591,Departamento,46.6,1,2,28.0,Poor,B,0,1,1,16.8,1869.53,2,1,0,1,1,0,5,1,66.1,Invierno,4.5,511.12,1,20,0.75,383.34,13.4,Inefficient,0,3,False,False,False,False,True
5592,Pequeño Comercio,76.6,3,1,50.0,Average,E,0,8,0,11.8,3374.64,1,2,4,7,0,0,14,1,60.5,Invierno,10.2,451.15,1,16,0.75,338.36249999999995,32.2,Moderate,1,0,True,False,False,False,True
5593,Departamento,63.0,2,3,75.0,Average,E,0,2,1,13.9,1788.36,0,2,1,5,1,0,9,1,46.7,Primavera,16.4,1052.66,1,16,0.75,789.4950000000001,0.0,Inefficient,1,0,True,False,False,False,False
5594,Departamento,59.2,1,1,18.0,Excellent,C,0,3,0,10.6,857.54,0,1,2,2,1,0,6,1,80.6,Otoño,15.5,201.44,1,20,0.75,151.07999999999998,67.0,Efficient,3,2,False,False,False,True,False
5595,Pequeño Comercio,89.8,1,1,8.0,Good,B,0,3,0,9.5,1330.21,0,2,1,1,0,0,4,1,86.9,Primavera,22.2,228.13,1,15,0.75,171.0975,70.8,Efficient,2,3,False,False,False,True,False
5596,Departamento,51.5,1,1,12.0,Excellent,A,0,1,1,24.0,730.38,0,1,1,4,1,0,7,0,81.8,Verano,26.2,480.5,1,20,0.75,360.375,50.7,Moderate,3,4,False,False,True,False,True
5597,Casa,182.3,5,4,28.0,Good,B,0,2,0,18.8,2989.31,1,1,0,1,1,1,5,1,49.6,Invierno,8.0,876.06,1,23,0.75,657.045,28.0,Moderate,2,3,False,False,False,False,True
5598,Casa,291.7,7,5,17.0,Average,E,0,6,0,10.6,4135.28,3,1,7,5,1,0,17,1,66.7,Otoño,10.0,608.9,1,19,0.75,456.675,20.9,Inefficient,1,0,False,True,False,False,True
5599,Casa,131.4,1,1,25.0,Good,D,0,2,0,13.9,3104.58,1,2,2,2,1,0,8,1,79.7,Invierno,3.6,398.54,1,20,0.75,298.90500000000003,55.4,Efficient,2,1,False,False,False,True,False
5600,Casa,252.7,8,2,24.0,Excellent,C,0,4,0,13.0,3727.97,2,2,5,3,1,0,13,1,70.1,Invierno,10.7,457.08,1,18,0.75,342.81,63.1,Efficient,3,2,False,False,False,False,True
5601,Departamento,53.3,4,1,51.0,Average,E,0,2,0,9.6,2243.44,0,1,1,3,1,0,6,1,72.2,Verano,23.5,308.84,1,17,0.75,231.63,20.6,Inefficient,1,0,True,False,False,False,False
5602,Casa,137.9,4,5,20.0,Excellent,E,0,7,0,12.6,3168.47,1,1,4,3,1,1,11,1,76.1,Otoño,14.5,672.81,1,20,0.75,504.6075,58.0,Efficient,3,0,False,False,False,False,True
5603,Casa,242.2,5,4,28.0,Good,A,0,6,0,15.9,2787.36,2,2,6,6,1,1,18,1,84.8,Otoño,13.5,954.68,1,18,0.75,716.01,68.8,Efficient,2,4,False,False,False,False,True
5604,Casa,136.5,7,4,4.0,Good,B,0,8,0,9.4,1330.21,2,2,9,6,1,0,20,1,82.5,Verano,27.9,634.96,1,22,0.75,476.22,57.9,Efficient,2,3,False,True,False,True,False
5605,Casa,99.8,2,2,75.0,Poor,E,0,2,0,8.0,1330.21,1,1,1,2,1,0,6,1,43.1,Verano,29.6,269.74,1,18,0.75,202.305,12.9,Inefficient,0,0,True,False,False,False,True
5606,Departamento,44.2,1,2,19.0,Excellent,E,0,2,0,22.0,503.5,0,1,2,4,1,0,8,1,59.7,Invierno,12.0,574.82,1,19,0.75,431.115,31.3,Moderate,3,0,False,False,False,False,True
5607,Casa,105.6,3,4,40.0,Average,B,0,5,1,23.6,1376.32,0,2,7,5,1,0,15,0,65.8,Primavera,17.6,1033.53,1,19,0.75,775.1475,32.4,Moderate,1,3,False,False,True,False,True
5608,Casa,66.7,1,1,41.0,Average,E,0,1,1,23.9,658.04,0,1,0,2,1,0,4,1,74.1,Otoño,15.2,861.37,1,19,0.75,646.0275,0.0,Inefficient,1,0,True,False,False,False,False
5609,Departamento,126.2,4,4,57.0,Average,B,0,3,1,16.3,771.91,0,1,2,4,1,1,9,0,67.0,Invierno,4.8,415.25,1,16,0.75,311.4375,55.6,Efficient,1,3,False,False,True,True,False
5610,Departamento,46.4,2,2,53.0,Poor,D,0,7,0,13.4,296.66,1,2,4,7,1,0,15,0,63.2,Otoño,15.6,1062.61,1,20,0.75,796.9575,12.5,Inefficient,0,1,False,False,True,False,False
5611,Casa,56.5,4,1,19.0,Good,E,0,2,0,8.0,901.57,0,1,1,2,1,0,5,1,77.0,Verano,22.6,141.63,1,19,0.75,106.2225,46.5,Moderate,2,0,False,False,False,False,True
5612,Casa,261.5,8,5,40.0,Good,A,0,5,1,20.9,5027.45,3,1,2,6,1,0,13,1,43.7,Verano,26.5,1796.99,1,17,0.75,1347.7425,19.3,Inefficient,2,4,True,False,False,False,False
5613,Departamento,40.0,2,1,18.0,Good,A,0,6,1,19.4,508.34,0,1,5,4,1,0,11,1,66.7,Verano,23.2,1112.51,1,19,0.75,834.3824999999999,47.1,Moderate,2,4,False,False,False,False,False
5614,Casa,133.1,2,1,38.0,Average,A,0,2,0,17.2,1074.55,0,1,4,2,1,0,8,1,71.6,Primavera,20.8,352.51,1,21,0.75,264.3825,57.7,Efficient,1,4,True,False,False,True,False
5615,Casa,118.9,3,3,22.0,Excellent,C,0,1,1,17.3,705.75,0,1,1,1,1,0,4,1,67.9,Otoño,7.2,303.14,1,20,0.75,227.355,35.7,Moderate,3,2,False,False,False,False,True
5616,Casa,177.9,4,1,28.0,Poor,A,0,3,1,17.4,1900.6,2,1,2,5,1,1,12,1,48.0,Verano,23.8,1026.81,1,19,0.75,770.1075,26.9,Moderate,0,4,True,False,False,True,False
5617,Casa,152.3,6,1,51.0,Average,E,0,8,1,22.8,1415.27,0,2,4,11,1,0,18,1,41.2,Invierno,8.9,2523.69,1,20,0.75,1892.7675,6.3,Inefficient,1,0,True,False,False,False,False
5618,Departamento,96.9,3,1,26.0,Excellent,E,0,4,0,13.1,1454.29,1,2,0,5,1,0,9,1,50.0,Invierno,6.9,378.6,1,16,0.75,283.95000000000005,55.9,Efficient,3,0,False,False,False,False,True
5619,Departamento,77.4,2,1,41.0,Poor,E,0,1,1,24.0,936.16,0,2,0,3,1,0,6,0,50.4,Invierno,7.6,579.24,1,17,0.75,434.43,0.0,Inefficient,0,0,False,False,True,False,False
5620,Departamento,66.3,1,3,30.0,Good,A,0,1,0,8.0,802.45,0,2,0,2,1,0,5,1,66.0,Invierno,10.5,231.02,1,18,0.75,173.265,50.6,Moderate,2,4,False,False,False,False,True
5621,Casa,89.2,1,1,36.0,Average,D,0,3,1,17.8,415.79,0,1,1,4,1,0,7,1,61.6,Verano,27.2,561.92,1,18,0.75,421.44,45.2,Moderate,1,1,True,False,False,False,True
5622,Departamento,65.6,1,1,47.0,Poor,B,0,2,0,10.4,419.62,0,1,1,0,1,0,3,1,74.7,Invierno,11.2,138.88,1,16,0.75,104.16,42.0,Moderate,0,3,True,False,False,True,False
5623,Departamento,75.8,5,2,24.0,Good,A,0,8,1,17.2,750.83,0,1,5,10,1,0,17,1,95.2,Otoño,12.0,776.65,1,20,0.75,582.4875,71.1,Efficient,2,4,False,False,False,False,True
5624,Casa,97.2,2,1,22.0,Excellent,B,0,2,0,17.1,500.41,2,1,2,2,1,0,8,1,86.8,Otoño,18.4,254.23,1,21,0.75,190.6725,79.6,Efficient,3,3,False,False,False,True,False
5625,Departamento,30.0,3,2,22.0,Excellent,E,0,4,0,10.7,705.15,0,1,3,5,1,1,11,1,77.5,Verano,26.0,306.05,1,18,0.75,229.5375,57.8,Efficient,3,0,False,False,False,False,True
5626,Casa,110.2,4,2,46.0,Poor,E,0,4,0,16.8,2544.61,2,1,1,2,1,0,7,1,71.6,Invierno,7.2,404.92,1,20,0.75,303.69,22.0,Inefficient,0,0,True,False,False,True,False
5627,Departamento,37.7,1,2,19.0,Poor,A,0,1,0,16.1,431.38,3,1,1,0,1,0,6,1,85.6,Otoño,16.7,684.69,1,20,0.75,513.5175,13.2,Inefficient,0,4,False,False,False,False,False
5629,Departamento,55.1,3,2,42.0,Excellent,C,0,3,0,12.1,448.13,0,2,3,1,1,0,7,0,63.1,Verano,25.4,303.35,1,17,0.75,227.5125,51.9,Moderate,3,2,False,False,True,False,True
5630,Casa,228.5,8,3,25.0,Good,B,0,8,1,16.7,3197.1,3,2,4,6,1,1,17,1,87.1,Primavera,22.6,1206.08,1,15,0.75,904.56,61.1,Efficient,2,3,False,False,False,False,True
5631,Casa,244.7,8,5,47.0,Poor,A,0,6,1,16.9,8876.28,4,1,3,5,1,1,15,1,69.0,Invierno,12.4,991.41,1,20,0.75,743.5575,39.8,Moderate,0,4,True,False,False,False,True
5632,Departamento,67.0,6,4,18.0,Excellent,A,0,7,0,12.2,1270.99,0,2,3,9,1,0,15,1,62.6,Invierno,6.6,457.61,1,18,0.75,343.2075,69.6,Efficient,3,4,False,False,False,False,True
5633,Casa,86.0,2,1,48.0,Good,E,1,3,1,18.0,337.67,1,2,2,2,1,0,8,1,48.7,Verano,26.1,233.03,1,20,0.75,174.7725,60.6,Efficient,2,0,True,False,False,True,False
5634,Casa,258.8,8,3,65.0,Poor,A,1,4,0,14.5,1422.27,0,1,2,6,1,0,10,1,42.7,Invierno,9.9,408.56,1,21,0.75,306.42,57.8,Efficient,0,4,True,False,False,False,True
5635,Casa,105.1,3,5,33.0,Poor,E,0,2,1,18.0,2049.61,1,2,3,5,1,0,12,1,78.1,Verano,31.0,569.54,1,15,0.75,427.155,13.9,Inefficient,0,0,True,False,False,True,False
5636,Departamento,53.8,3,2,33.0,Good,A,0,2,0,8.2,1688.17,1,1,1,2,1,0,6,1,66.7,Otoño,15.4,133.81,1,18,0.75,100.3575,66.2,Efficient,2,4,True,False,False,False,True
5637,Casa,162.8,2,2,28.0,Good,A,0,1,0,17.1,641.72,0,1,1,0,1,0,3,1,78.2,Otoño,14.6,485.95,1,14,0.75,364.4625,31.8,Moderate,2,4,False,False,False,False,True
5638,Casa,105.0,1,2,6.0,Excellent,A,0,1,0,10.9,478.76,2,1,1,1,1,0,6,0,91.0,Verano,26.9,212.39,1,19,0.75,159.2925,69.9,Efficient,3,4,False,False,True,True,False
5639,Departamento,42.6,2,4,18.0,Excellent,A,0,1,1,22.4,1213.66,2,1,0,3,1,0,7,1,76.8,Invierno,8.3,510.46,1,20,0.75,382.845,38.9,Moderate,3,4,False,False,False,False,True
5640,Casa,124.6,4,3,28.0,Good,E,0,2,0,12.8,1704.19,0,1,0,2,1,0,4,1,62.7,Primavera,21.7,220.87,1,18,0.75,165.6525,41.3,Moderate,2,0,False,False,False,False,True
5641,Casa,101.4,2,1,13.0,Excellent,B,0,2,1,14.8,1330.21,1,2,1,2,1,1,8,1,78.0,Verano,24.9,494.46,1,18,0.75,370.845,63.1,Efficient,3,3,False,False,False,True,False
5642,Casa,116.4,1,1,26.0,Excellent,B,0,1,0,14.5,1330.21,3,1,0,0,1,0,5,1,67.2,Primavera,21.7,261.44,1,18,0.75,196.08,50.3,Moderate,3,3,False,False,False,False,True
5643,Departamento,64.0,3,4,26.0,Excellent,E,0,3,1,19.4,2216.49,1,1,2,4,1,1,10,1,85.0,Otoño,18.6,990.73,1,17,0.75,743.0475,19.5,Inefficient,3,0,False,False,False,False,False
5644,Departamento,82.5,2,2,47.0,Average,E,0,4,0,10.1,636.91,1,1,3,4,1,1,11,1,43.6,Otoño,16.5,392.82,1,19,0.75,294.615,31.5,Moderate,1,0,True,False,False,False,True
5645,Departamento,58.0,2,1,25.0,Excellent,B,0,3,1,19.8,2489.77,2,1,1,6,1,0,11,1,80.2,Otoño,16.0,350.1,1,17,0.75,262.57500000000005,73.3,Efficient,3,3,False,False,False,True,False
5646,Departamento,49.5,1,2,45.0,Poor,C,0,1,0,14.6,844.75,0,2,0,1,1,0,4,1,55.5,Otoño,11.5,322.34,1,18,0.75,241.755,5.6,Inefficient,0,2,True,False,False,False,False
5647,Casa,139.0,4,1,26.0,Excellent,A,1,6,0,15.8,1595.28,2,2,6,3,1,0,14,0,61.1,Primavera,21.5,2160.6929543933074,1,14,0.75,1620.5197157949806,90.0,Efficient,3,4,False,False,True,False,True
5648,Casa,129.4,2,2,60.0,Poor,D,0,3,0,8.0,1648.03,2,1,4,3,1,1,12,1,64.5,Otoño,21.0,180.85,1,18,0.75,135.6375,33.5,Moderate,0,1,True,False,False,True,False
5649,Pequeño Comercio,126.2,2,3,23.0,Good,C,0,1,0,12.3,1330.21,1,2,1,0,0,0,4,1,73.2,Invierno,7.1,347.1,1,22,0.75,260.32500000000005,27.0,Moderate,2,2,False,False,False,False,True
5650,Pequeño Comercio,94.8,4,2,33.0,Poor,B,0,4,0,11.9,815.14,0,3,3,7,0,1,14,0,66.6,Verano,24.7,793.9,1,22,0.75,595.425,15.0,Inefficient,0,3,False,False,True,False,False
5651,Departamento,51.3,1,3,31.0,Good,A,0,1,0,9.5,1369.94,0,1,0,1,1,0,3,1,64.0,Invierno,8.2,133.45,1,16,0.75,100.0875,64.4,Efficient,2,4,True,False,False,True,False
5652,Departamento,52.3,1,2,2.0,Excellent,C,0,2,0,8.8,670.17,0,2,2,1,1,1,7,0,77.9,Verano,26.4,128.74,1,20,0.75,96.555,68.7,Efficient,3,2,False,False,True,True,False
5653,Casa,147.7,8,5,50.0,Poor,E,0,8,1,19.0,6721.0,3,1,3,6,1,1,15,1,73.0,Primavera,24.3,1206.48,1,13,0.75,904.86,21.9,Inefficient,0,0,True,False,False,False,True
5654,Casa,108.7,3,1,41.0,Poor,A,0,4,1,23.0,3386.55,5,2,3,4,1,1,16,1,58.1,Primavera,22.9,1541.04,1,19,0.75,1155.78,9.4,Inefficient,0,4,True,False,False,False,True
5655,Casa,165.6,5,3,24.0,Average,B,0,6,0,16.5,2095.74,4,2,8,4,1,0,19,0,72.1,Primavera,18.3,1372.89,1,20,0.75,1029.6675,38.6,Moderate,1,3,False,False,True,False,False
5656,Departamento,71.7,3,2,47.0,Excellent,C,0,5,0,11.0,664.06,1,1,1,4,1,0,8,1,62.5,Primavera,17.9,373.11,1,15,0.75,279.8325,65.5,Efficient,3,2,True,False,False,False,True
5657,Casa,60.9,4,2,38.0,Good,D,0,6,0,12.1,315.63,0,2,5,1,1,0,9,1,55.6,Invierno,8.0,524.34,1,18,0.75,393.255,41.2,Moderate,2,1,True,False,False,False,True
5658,Casa,132.3,1,1,2.0,Good,C,0,1,0,14.4,3436.82,1,1,0,0,1,0,3,0,81.9,Invierno,6.5,157.39,1,15,0.75,118.0425,63.7,Efficient,2,2,False,False,True,True,False
5659,Departamento,76.3,3,3,59.0,Average,A,0,1,0,10.8,1768.11,3,1,2,1,1,0,8,0,47.3,Invierno,7.1,574.93,1,18,0.75,431.1975,0.6,Inefficient,1,4,False,False,True,False,False
