tipo_vivienda,cantidad_equipos,horas_alto_consumo,consumo_kwh,categoria
Departamento,5,19,456.53,Moderate
Casa,7,19,585.0,Moderate
Pequeño Comercio,13,22,443.88,Moderate
Casa,11,14,596.39,Efficient
Departamento,3,19,108.88,Moderate
Departamento,9,20,376.83,Efficient
Casa,11,19,395.28,Inefficient
Casa,10,17,402.99,Efficient
Departamento,10,19,347.03,Moderate
Departamento,4,19,1078.0386170081956,Efficient
Casa,14,19,984.78,Moderate
Departamento,4,19,112.4,Efficient
Departamento,3,21,235.5,Efficient
Departamento,19,16,612.33,Efficient
Casa,10,17,567.45,Inefficient
Departamento,4,21,363.63,Inefficient
Casa,5,20,108.07,Efficient
Departamento,9,13,394.78,Inefficient
Departamento,7,15,193.98,Efficient
Departamento,3,22,292.19,Efficient
Casa,4,18,122.99,Efficient
Departamento,10,17,270.93,Efficient
Casa,10,18,393.47,Moderate
Departamento,3,17,652.31,Moderate
Casa,6,21,302.85,Efficient
Departamento,4,19,245.75,Moderate
Departamento,8,19,252.38,Moderate
Casa,4,21,610.99,Inefficient
Casa,9,21,541.57,Inefficient
Departamento,9,15,472.8,Moderate
Departamento,5,20,356.95,Inefficient
Departamento,4,19,401.02,Inefficient
Casa,13,21,739.09,Moderate
Departamento,13,15,798.48,Efficient
Casa,8,18,354.71,Moderate
Departamento,9,21,438.61,Moderate
Casa,7,21,743.34,Inefficient
Departamento,10,15,338.14,Inefficient
Departamento,4,19,309.73,Inefficient
Casa,7,20,438.79,Moderate
Departamento,3,19,165.52,Efficient
Casa,4,19,129.47,Efficient
Departamento,8,20,333.12,Moderate
Casa,12,19,601.93,Moderate
Casa,19,21,644.71,Efficient
Casa,8,16,441.15,Efficient
Casa,5,20,225.41,Moderate
Casa,7,22,205.81,Moderate
Pequeño Comercio,3,18,150.45,Moderate
Casa,3,19,197.32,Moderate
Pequeño Comercio,15,16,972.55,Moderate
Casa,6,15,459.83,Efficient
Casa,2,17,114.71,Efficient
Casa,7,21,466.49,Moderate
Departamento,7,21,240.22,Moderate
Casa,11,18,774.1,Efficient
Departamento,2,19,153.69,Efficient
Departamento,5,16,368.98,Moderate
Casa,5,19,125.05,Efficient
Casa,5,17,662.91,Inefficient
Casa,17,16,936.57,Moderate
Casa,3,21,127.84,Moderate
Casa,18,17,1580.6,Moderate
Departamento,16,21,338.81,Efficient
Departamento,5,18,371.03,Efficient
Casa,13,20,1301.02,Inefficient
Casa,4,17,405.72,Inefficient
Pequeño Comercio,5,18,278.0,Moderate
Casa,15,19,927.9,Moderate
Casa,6,18,290.44,Inefficient
Casa,5,19,622.79,Inefficient
Casa,5,17,121.7,Efficient
Casa,10,21,714.24,Moderate
Departamento,6,23,354.89,Inefficient
Casa,14,19,524.65,Moderate
Pequeño Comercio,12,18,624.95,Efficient
Departamento,5,21,720.68,Inefficient
Casa,13,18,448.8,Moderate
Departamento,7,18,379.32,Moderate
Departamento,5,23,965.71,Inefficient
Departamento,5,17,159.14,Efficient
Casa,16,17,630.28,Moderate
Casa,18,18,678.14,Moderate
Casa,17,20,208.39,Moderate
Casa,7,16,2977.2205268752627,Efficient
Casa,14,19,684.51,Moderate
Casa,22,17,1356.77,Efficient
Casa,4,17,154.31,Moderate
Departamento,7,20,249.64,Moderate
Casa,13,19,408.88,Moderate
Departamento,3,16,106.89,Moderate
Casa,23,22,1035.93,Moderate
Pequeño Comercio,6,19,216.4,Efficient
Departamento,4,18,117.77,Moderate
Departamento,5,18,412.47,Moderate
Departamento,5,18,119.09,Moderate
Casa,6,16,307.19,Moderate
Departamento,11,18,704.78,Moderate
Casa,6,20,633.59,Efficient
Departamento,4,17,384.69,Moderate
Departamento,11,20,709.66,Efficient
Casa,13,21,579.52,Moderate
Casa,5,17,349.75,Efficient
Casa,6,18,603.36,Moderate
Casa,10,18,283.13,Moderate
Casa,16,17,1591.76,Moderate
Departamento,8,17,224.25,Moderate
Casa,11,16,655.06,Moderate
Casa,4,19,535.67,Moderate
Departamento,6,21,289.92,Moderate
Casa,18,18,484.82,Moderate
Casa,5,19,361.88,Inefficient
Casa,4,18,500.1,Inefficient
Casa,12,21,1266.25,Inefficient
Departamento,7,14,132.19,Moderate
Casa,7,18,467.08,Inefficient
Departamento,5,13,128.14,Moderate
Departamento,8,19,578.22,Moderate
Casa,6,16,572.52,Moderate
Casa,4,19,508.47,Inefficient
Casa,10,22,393.4,Efficient
Departamento,8,21,365.51,Efficient
Departamento,4,17,450.75,Inefficient
Pequeño Comercio,8,17,297.22,Moderate
Pequeño Comercio,9,18,516.47,Efficient
Departamento,7,21,551.84,Moderate
Casa,9,19,661.52,Efficient
Departamento,2,16,507.41,Inefficient
Casa,2,21,222.02,Moderate
Departamento,7,18,153.0,Moderate
Pequeño Comercio,5,20,333.9,Inefficient
Departamento,3,23,90.7,Efficient
Departamento,3,19,265.09,Efficient
Casa,5,21,211.35,Efficient
Casa,8,15,1033.69,Moderate
Casa,6,18,840.88,Inefficient
Departamento,7,18,282.24,Efficient
Casa,4,19,217.97,Moderate
Casa,2,16,91.15,Efficient
Casa,16,15,1161.91,Efficient
Casa,12,20,770.37,Moderate
Casa,10,20,692.55,Moderate
Departamento,3,19,169.18,Moderate
Casa,5,22,791.08,Inefficient
Casa,10,20,341.32,Efficient
Departamento,6,20,214.6,Inefficient
Departamento,4,19,300.08,Inefficient
Casa,12,21,393.47,Inefficient
Casa,3,17,110.71,Efficient
Departamento,4,22,84.29,Inefficient
Pequeño Comercio,12,18,717.26,Efficient
Departamento,5,16,277.54,Efficient
Departamento,3,18,138.72,Efficient
Casa,10,20,798.51,Moderate
Casa,3,19,144.86,Moderate
Departamento,7,17,354.63,Moderate
Casa,9,18,613.01,Moderate
Departamento,9,16,556.97,Moderate
Casa,6,19,714.31,Inefficient
Departamento,3,18,309.46,Efficient
Pequeño Comercio,2,19,133.03,Inefficient
Departamento,2,18,168.86,Moderate
Departamento,6,20,432.75,Inefficient
Casa,13,18,512.11,Efficient
Departamento,6,19,491.51,Moderate
Casa,15,19,440.8,Efficient
Casa,3,22,324.88,Inefficient
Departamento,12,20,603.11,Moderate
Departamento,13,18,557.31,Moderate
Casa,11,16,689.62,Moderate
Departamento,6,20,250.46,Efficient
Casa,11,18,633.19,Inefficient
Casa,8,15,494.66,Moderate
Departamento,6,19,158.57,Moderate
Departamento,2,16,115.38,Moderate
Casa,16,19,472.59,Moderate
Casa,6,21,543.97,Inefficient
Departamento,3,23,154.71,Moderate
Departamento,5,20,512.93,Inefficient
Casa,6,17,791.65,Moderate
Casa,7,18,395.75,Inefficient
Casa,4,20,724.81,Inefficient
Casa,6,22,214.43,Moderate
Departamento,5,17,223.9,Efficient
Departamento,8,20,599.42,Inefficient
Departamento,7,19,202.25,Moderate
Departamento,2,21,179.64,Efficient
Casa,5,20,175.81,Moderate
Departamento,5,19,138.17,Moderate
Casa,3,20,167.27,Moderate
Departamento,7,18,296.47,Inefficient
Pequeño Comercio,8,21,501.61,Efficient
Departamento,11,22,302.03,Moderate
Departamento,9,19,320.97,Moderate
Casa,8,18,222.95,Moderate
Casa,8,18,570.26,Inefficient
Departamento,5,16,309.56,Moderate
Casa,6,18,330.98,Moderate
Casa,6,19,243.87,Efficient
Casa,13,16,588.18,Efficient
Casa,12,19,798.18,Inefficient
Departamento,4,20,172.21,Moderate
Casa,7,23,299.49,Moderate
Pequeño Comercio,4,20,489.38,Inefficient
Casa,7,17,178.33,Moderate
Casa,13,20,364.75,Moderate
Casa,22,17,505.67,Efficient
Departamento,7,18,202.12,Efficient
Casa,8,17,202.12,Efficient
Departamento,8,21,423.18,Inefficient
Departamento,8,16,1779.7979412054844,Moderate
Casa,2,20,287.63,Inefficient
Departamento,5,16,608.21,Moderate
Casa,13,18,383.78,Efficient
Departamento,5,21,598.05,Inefficient
Casa,8,17,663.09,Moderate
Departamento,3,18,254.21,Moderate
Casa,6,16,572.91,Inefficient
Casa,7,17,672.77,Inefficient
Departamento,9,22,742.82,Inefficient
Departamento,5,21,366.65,Efficient
Departamento,5,20,423.25,Moderate
Casa,6,18,339.19,Efficient
Pequeño Comercio,12,16,434.77,Moderate
Departamento,4,19,463.33,Inefficient
Pequeño Comercio,5,18,136.02,Moderate
Casa,9,19,644.66,Inefficient
Casa,5,15,321.56,Efficient
Casa,8,20,854.99,Inefficient
Casa,5,19,506.04,Inefficient
Departamento,5,18,146.79,Moderate
Departamento,10,21,285.23,Efficient
Departamento,9,21,891.02,Efficient
Departamento,6,19,432.77,Inefficient
Departamento,8,21,346.6,Efficient
Casa,5,15,494.1,Inefficient
Casa,15,19,1714.64,Inefficient
Casa,8,18,763.01,Moderate
Casa,9,16,801.06,Moderate
Casa,9,20,185.33,Efficient
Departamento,6,22,222.46,Efficient
Casa,4,22,605.79,Inefficient
Casa,13,19,621.57,Moderate
Casa,17,15,1230.44,Moderate
Departamento,3,18,91.37,Efficient
Casa,4,19,195.41,Inefficient
Departamento,4,17,449.35,Inefficient
Casa,10,16,1057.7,Moderate
Casa,7,20,813.19,Moderate
Casa,5,21,534.15,Inefficient
Departamento,9,20,504.53,Moderate
Casa,8,18,448.14,Moderate
Departamento,4,18,585.84,Inefficient
Departamento,7,20,874.84,Moderate
Casa,13,20,560.2,Efficient
Casa,11,21,731.96,Inefficient
Casa,3,19,253.24,Moderate
Casa,8,20,303.21,Efficient
Casa,9,18,103.87,Efficient
Casa,10,21,372.75,Moderate
Departamento,7,17,472.97,Inefficient
Casa,13,21,1005.85,Inefficient
Casa,11,23,783.88,Inefficient
Pequeño Comercio,2,18,205.65,Moderate
Casa,5,17,201.52,Moderate
Casa,3,18,387.35,Inefficient
Casa,3,19,244.51,Moderate
Departamento,6,19,190.32,Efficient
Casa,11,18,1222.88,Moderate
Casa,4,18,235.08,Efficient
Departamento,5,18,251.99,Inefficient
Departamento,5,17,232.23,Efficient
Pequeño Comercio,5,21,165.84,Moderate
Departamento,9,20,558.7,Inefficient
Casa,21,17,781.68,Efficient
Departamento,12,23,565.54,Moderate
Casa,19,19,1052.85,Moderate
Casa,16,21,872.64,Inefficient
Pequeño Comercio,12,22,611.92,Moderate
Casa,4,18,500.57,Moderate
Departamento,9,17,466.33,Moderate
Casa,2,18,235.65,Moderate
Departamento,7,17,635.78,Inefficient
Departamento,2,17,259.13,Inefficient
Pequeño Comercio,14,19,585.35,Moderate
Casa,14,15,1054.35,Efficient
Departamento,5,20,624.78,Moderate
Departamento,6,19,361.08,Inefficient
Casa,8,21,199.35,Efficient
Departamento,4,19,368.01,Inefficient
Casa,19,19,420.69,Efficient
Departamento,12,19,744.69,Inefficient
Casa,5,19,254.26,Inefficient
Departamento,4,21,97.49,Moderate
Casa,14,20,862.22,Efficient
Casa,5,16,513.88,Inefficient
Casa,7,21,765.63,Moderate
Departamento,13,18,378.96,Moderate
Pequeño Comercio,4,15,235.52,Moderate
Departamento,8,20,850.94,Moderate
Departamento,6,19,807.87,Inefficient
Departamento,3,19,308.86,Inefficient
Casa,6,17,673.08,Inefficient
Casa,21,21,402.36,Moderate
Casa,14,17,518.31,Efficient
Casa,6,23,189.22,Moderate
Casa,13,18,1521.97,Inefficient
Departamento,4,20,570.77,Moderate
Departamento,3,21,253.18,Inefficient
Departamento,5,18,141.11,Moderate
Casa,23,23,982.29,Efficient
Departamento,18,19,613.95,Moderate
Casa,17,18,703.83,Moderate
Departamento,11,18,511.26,Inefficient
Departamento,2,18,115.05,Moderate
Casa,14,17,1013.75,Moderate
Departamento,9,20,294.13,Efficient
Casa,5,17,357.0,Inefficient
Casa,15,18,624.37,Moderate
Casa,8,16,367.49,Efficient
Departamento,5,18,535.78,Moderate
Departamento,4,19,157.48,Inefficient
Casa,3,16,125.61,Moderate
Casa,7,21,266.44,Moderate
Departamento,7,16,411.55,Moderate
Casa,8,19,370.75,Inefficient
Departamento,12,16,779.58,Moderate
Casa,10,18,701.88,Inefficient
Casa,19,19,1298.83,Efficient
Casa,12,19,658.55,Inefficient
Casa,5,17,466.94,Moderate
Casa,19,16,1062.14,Inefficient
Departamento,6,19,378.18,Moderate
Casa,4,19,115.82,Moderate
Casa,18,18,855.24,Moderate
Departamento,15,19,1161.98,Moderate
Casa,10,20,303.81,Moderate
Departamento,11,21,318.89,Efficient
Departamento,6,18,168.39,Inefficient
Departamento,7,19,987.16,Inefficient
Casa,5,18,289.33,Moderate
Departamento,2,18,130.3,Moderate
Casa,25,16,2160.57,Inefficient
Casa,10,16,569.32,Moderate
Departamento,9,20,340.8,Efficient
Casa,22,20,705.36,Moderate
Departamento,11,19,637.1,Inefficient
Departamento,5,19,483.37,Inefficient
Casa,7,17,899.26,Inefficient
Casa,5,20,698.22,Inefficient
Casa,13,18,519.02,Efficient
Departamento,5,15,422.25,Inefficient
Casa,5,23,240.28,Efficient
Casa,6,22,249.18,Efficient
Casa,5,17,252.67,Efficient
Casa,14,17,426.83,Moderate
Casa,16,18,574.26,Efficient
Casa,9,16,339.92,Moderate
Casa,8,16,298.04,Inefficient
Casa,12,22,2223.8244101543523,Moderate
Departamento,13,21,816.04,Efficient
Departamento,12,16,509.19,Moderate
Departamento,10,18,399.04,Moderate
Casa,4,19,64.21,Efficient
Departamento,6,19,690.3,Inefficient
Casa,7,21,517.3,Moderate
Departamento,4,17,322.6,Efficient
Casa,13,17,1526.16,Inefficient
Casa,9,14,1029.09,Inefficient
Casa,12,19,3096.44590494113,Efficient
Departamento,3,18,345.86,Inefficient
Casa,9,19,871.92,Inefficient
Departamento,10,20,548.35,Moderate
Casa,12,16,900.51,Moderate
Casa,10,19,711.51,Inefficient
Departamento,5,18,134.86,Efficient
Casa,7,17,283.64,Efficient
Casa,8,18,535.75,Moderate
Departamento,9,18,756.18,Moderate
Departamento,5,17,479.2,Moderate
Departamento,8,17,548.31,Efficient
Departamento,7,14,189.55,Inefficient
Casa,5,21,396.09,Inefficient
Departamento,18,20,369.39,Moderate
Casa,11,19,1029.06,Inefficient
Departamento,8,19,286.6,Inefficient
Casa,6,22,313.75,Efficient
Departamento,6,18,208.73,Moderate
Casa,11,15,431.73,Efficient
Casa,7,16,348.52,Efficient
Pequeño Comercio,7,21,353.24,Efficient
Casa,9,21,223.92,Efficient
Casa,15,16,552.96,Inefficient
Casa,9,18,297.33,Moderate
Pequeño Comercio,6,19,274.55,Efficient
Casa,21,20,888.37,Efficient
Casa,7,17,473.35,Inefficient
Pequeño Comercio,7,20,328.41,Efficient
Departamento,12,23,667.08,Efficient
Departamento,13,19,334.68,Inefficient
Casa,8,19,261.07,Efficient
Departamento,3,21,174.57,Moderate
Casa,8,18,570.82,Inefficient
Departamento,7,18,249.57,Moderate
Casa,4,17,192.0,Moderate
Casa,4,18,134.64,Efficient
Departamento,6,23,209.35,Efficient
Departamento,6,20,268.2,Moderate
Casa,13,18,404.14,Efficient
Casa,6,19,238.52,Efficient
Departamento,7,20,372.56,Inefficient
Casa,15,18,2257.74,Inefficient
Casa,7,16,207.09,Moderate
Departamento,7,20,309.7,Moderate
Casa,4,15,512.02,Inefficient
Departamento,6,19,625.62,Moderate
Casa,10,19,821.48,Inefficient
Departamento,7,15,545.57,Moderate
Departamento,10,23,719.1,Moderate
Casa,16,19,932.07,Efficient
Pequeño Comercio,4,20,236.86,Efficient
Casa,7,19,228.05,Inefficient
Departamento,4,19,287.97,Inefficient
Departamento,7,18,408.53,Moderate
Pequeño Comercio,7,19,412.66,Efficient
Casa,6,21,503.74,Inefficient
Departamento,8,18,317.48,Moderate
Departamento,4,17,230.7,Moderate
Departamento,5,16,346.24,Moderate
Casa,4,17,310.66,Inefficient
Departamento,5,17,144.52,Efficient
Departamento,10,16,719.88,Efficient
Casa,4,20,456.82,Moderate
Casa,14,21,274.46,Efficient
Casa,17,19,1010.29,Moderate
Casa,10,17,774.76,Inefficient
Departamento,7,21,989.71,Inefficient
Casa,22,20,767.75,Efficient
Departamento,7,18,168.66,Efficient
Departamento,9,19,373.43,Moderate
Departamento,4,16,259.68,Inefficient
Casa,8,17,431.21,Efficient
Casa,8,17,740.75,Inefficient
Departamento,5,22,234.17,Efficient
Casa,6,19,199.4,Inefficient
Departamento,4,21,556.77,Moderate
Departamento,4,19,377.54,Inefficient
Departamento,4,21,354.1,Inefficient
Casa,7,20,371.57,Efficient
Departamento,6,15,158.58,Inefficient
Departamento,6,16,149.36,Efficient
Casa,4,17,236.75,Moderate
Casa,5,16,416.87,Moderate
Departamento,5,20,171.46,Efficient
Casa,4,23,545.22,Moderate
Departamento,9,18,266.21,Moderate
Casa,8,19,799.4,Inefficient
Casa,4,18,302.89,Efficient
Casa,8,16,504.99,Moderate
Departamento,5,19,297.05,Inefficient
Departamento,7,20,426.98,Inefficient
Casa,11,18,828.21,Moderate
Departamento,9,20,494.5,Moderate
Casa,15,15,313.69,Inefficient
Casa,15,19,472.34,Efficient
Casa,21,16,895.25,Efficient
Casa,14,20,1533.24,Moderate
Casa,5,19,413.55,Efficient
Casa,12,19,344.36,Moderate
Casa,12,19,438.72,Moderate
Casa,18,16,798.39,Moderate
Departamento,7,19,398.86,Inefficient
Casa,17,18,529.24,Moderate
Casa,16,21,554.98,Efficient
Casa,12,18,743.1,Moderate
Casa,11,23,773.46,Moderate
Casa,11,20,950.1,Inefficient
Departamento,5,20,236.34,Moderate
Departamento,4,17,265.32,Moderate
Casa,7,18,197.82,Moderate
Casa,13,17,946.79,Moderate
Departamento,4,20,243.16,Efficient
Departamento,6,20,435.79,Moderate
Casa,16,18,963.14,Inefficient
Casa,2,16,153.51,Inefficient
Departamento,10,22,398.58,Moderate
Casa,20,17,700.54,Moderate
Departamento,5,19,421.64,Moderate
Departamento,6,19,231.0,Efficient
Departamento,3,20,261.19,Inefficient
Casa,5,19,308.15,Moderate
Casa,12,19,612.63,Moderate
Casa,4,18,234.11,Moderate
Casa,5,18,148.93,Moderate
Casa,20,19,1242.82,Moderate
Departamento,5,16,606.84,Inefficient
Departamento,6,18,392.42,Moderate
Casa,5,20,107.91,Efficient
Departamento,7,17,432.45,Moderate
Casa,7,18,365.88,Efficient
Casa,8,16,356.9,Moderate
Departamento,4,17,443.7595726541679,Efficient
Casa,13,21,497.26,Efficient
Pequeño Comercio,5,16,207.55,Efficient
Casa,5,23,757.57,Moderate
Departamento,3,19,111.07,Moderate
Casa,25,17,1141.51,Efficient
Departamento,5,18,449.64,Inefficient
Casa,5,14,361.96,Moderate
Casa,8,18,1056.6,Inefficient
Casa,4,15,268.13,Moderate
Departamento,14,21,750.56,Inefficient
Casa,18,17,3633.73,Inefficient
Casa,8,21,185.81,Efficient
Casa,3,19,372.03,Inefficient
Casa,6,20,317.3,Moderate
Departamento,12,18,449.78,Efficient
Casa,3,19,50.0,Efficient
Departamento,4,22,293.41,Efficient
Casa,6,19,405.42,Moderate
Casa,10,15,307.69,Moderate
Casa,13,20,367.7,Moderate
Departamento,8,17,462.44,Moderate
Departamento,5,18,230.71,Efficient
Casa,6,17,715.76,Inefficient
Casa,12,21,617.56,Moderate
Pequeño Comercio,14,15,586.52,Efficient
Departamento,10,21,752.18,Moderate
Casa,5,20,332.95,Efficient
Casa,20,17,711.32,Efficient
Casa,3,21,266.61,Inefficient
Departamento,8,16,361.04,Efficient
Pequeño Comercio,18,20,644.26,Moderate
Casa,5,22,541.84,Efficient
Casa,6,18,455.41,Inefficient
Departamento,3,17,333.47,Efficient
Departamento,3,20,159.71,Efficient
Casa,3,21,174.53,Moderate
Pequeño Comercio,16,19,991.13,Moderate
Casa,11,21,315.18,Efficient
Casa,9,21,336.23,Moderate
Departamento,11,17,755.92,Moderate
Departamento,8,20,720.14,Inefficient
Pequeño Comercio,7,16,603.4,Inefficient
Casa,7,16,616.54,Inefficient
Casa,8,22,732.52,Inefficient
Casa,4,23,307.66,Moderate
Pequeño Comercio,23,18,1205.06,Moderate
Departamento,5,18,229.51,Inefficient
Casa,28,20,1691.04,Moderate
Casa,6,18,363.36,Moderate
Casa,9,21,305.46,Moderate
Pequeño Comercio,3,20,87.39,Moderate
Casa,4,18,220.06,Efficient
Departamento,6,17,567.12,Inefficient
Casa,4,18,378.87,Moderate
Casa,11,14,393.83,Efficient
Departamento,19,19,640.89,Moderate
Departamento,9,16,534.13,Moderate
Departamento,17,19,902.29,Moderate
Casa,4,15,136.6,Efficient
Casa,14,18,462.22,Efficient
Casa,12,20,220.45,Efficient
Casa,5,19,457.67,Inefficient
Departamento,8,17,435.72,Inefficient
Departamento,4,20,216.63,Moderate
Departamento,4,19,190.76,Inefficient
Casa,12,19,1234.31,Moderate
Departamento,6,18,186.61,Efficient
Casa,18,18,651.38,Inefficient
Casa,6,16,272.81,Efficient
Casa,3,23,191.53,Efficient
Casa,9,17,1181.34,Inefficient
Casa,7,19,333.94,Moderate
Departamento,2,20,185.74,Moderate
Casa,5,19,337.83,Moderate
Departamento,6,18,462.83,Moderate
Casa,18,18,1361.82,Moderate
Pequeño Comercio,11,18,2725.322547895239,Moderate
Departamento,3,16,115.58,Efficient
Departamento,5,18,532.93,Inefficient
Casa,16,22,863.84,Inefficient
Casa,8,15,561.89,Inefficient
Casa,3,18,307.3,Inefficient
Departamento,2,18,129.98,Efficient
Departamento,5,16,528.09,Inefficient
Departamento,4,21,802.97,Inefficient
Departamento,6,18,321.63,Moderate
Casa,7,21,758.36,Moderate
Departamento,4,19,267.24,Moderate
Casa,5,22,215.9,Moderate
Pequeño Comercio,11,19,504.76,Moderate
Casa,14,18,244.33,Moderate
Departamento,9,21,593.95,Inefficient
Casa,5,19,247.81,Inefficient
Casa,12,19,330.49,Moderate
Departamento,13,20,827.77,Moderate
Departamento,3,21,461.12,Inefficient
Casa,3,18,259.3,Moderate
Casa,6,19,349.03,Moderate
Pequeño Comercio,4,15,306.1,Efficient
Casa,17,23,1483.84,Inefficient
Casa,5,17,570.08,Moderate
Departamento,10,17,309.85,Moderate
Casa,9,20,362.39,Moderate
Departamento,9,21,228.69,Moderate
Departamento,6,17,406.37,Inefficient
Casa,13,19,520.65,Moderate
Casa,8,20,376.45,Efficient
Casa,3,16,238.4,Moderate
Casa,5,16,202.33,Inefficient
Casa,5,20,365.73,Inefficient
Casa,9,20,362.01,Efficient
Departamento,5,19,260.42,Inefficient
Casa,13,18,1351.15,Moderate
Departamento,3,16,252.13,Efficient
Casa,6,22,478.06,Moderate
Departamento,11,19,323.58,Moderate
Casa,11,17,426.66,Moderate
Departamento,12,20,912.39,Moderate
Casa,9,19,898.27,Inefficient
Departamento,4,17,146.29,Moderate
Casa,13,20,1344.54,Moderate
Casa,17,20,403.09,Moderate
Departamento,2,19,309.36,Moderate
Departamento,7,16,214.44,Efficient
Casa,10,21,2938.617170076147,Inefficient
Casa,7,18,214.31,Efficient
Casa,13,16,295.0,Moderate
Casa,4,20,259.41,Efficient
Departamento,6,16,123.84,Efficient
Casa,5,20,318.41,Inefficient
Casa,9,21,541.38,Efficient
Casa,8,20,828.08,Inefficient
Casa,11,16,1345.61,Inefficient
Casa,8,20,422.43,Inefficient
Casa,12,17,2749.429023116116,Efficient
Pequeño Comercio,9,20,195.16,Moderate
Casa,3,15,217.51,Inefficient
Casa,12,18,739.99,Moderate
Departamento,7,15,320.6,Moderate
Departamento,12,17,336.18,Efficient
Casa,4,15,310.56,Efficient
Departamento,9,21,246.23,Efficient
Departamento,7,18,555.33,Moderate
Departamento,8,19,493.43,Moderate
Casa,22,17,1352.52,Moderate
Casa,5,14,674.3,Inefficient
Casa,6,19,363.12,Moderate
Casa,21,19,1018.91,Inefficient
Departamento,2,19,257.66,Moderate
Casa,5,17,245.65,Inefficient
Departamento,9,18,305.3,Moderate
Casa,17,14,1120.66,Moderate
Departamento,7,19,687.46,Inefficient
Departamento,4,15,136.59,Moderate
Departamento,4,18,149.45,Moderate
Departamento,6,20,408.41,Efficient
Casa,20,18,1328.58,Moderate
Casa,17,18,1197.78,Moderate
Departamento,7,18,314.22,Inefficient
Departamento,5,20,445.09,Moderate
Departamento,6,21,325.73,Inefficient
Departamento,6,19,301.25,Moderate
