id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
4936,Casa,97.2,2,1,37.0,Good,C,False,1,False,10.3,1220.65,2,1,2,2,1,0,17,False,Ninguna,Mixta,63.2,Otoño,12.9,289.88,True,20,0.198,57.4,34.3,Moderate
4937,Casa,101.6,2,1,44.0,Average,D,False,3,True,22.2,1037.76,0,1,3,6,1,0,18,True,Gas,Incandescente,58.9,Invierno,6.8,964.58,True,21,0.179,172.66,7.3,Inefficient
4938,Departamento,74.6,1,1,9.0,Excellent,D,False,3,False,11.2,1803.82,3,2,1,1,1,0,12,True,Eléctrica,Mixta,61.5,Invierno,7.3,343.43,True,15,0.172,59.07,55.1,Efficient
4939,Departamento,52.9,2,1,5.0,Good,A,False,1,True,13.4,686.33,0,1,1,1,1,0,9,True,Eléctrica,LED,71.5,Invierno,19.3,274.93,True,18,0.179,49.21,57.7,Efficient
4940,Casa,144.0,1,1,66.0,Poor,E,False,2,False,11.9,1248.07,0,1,0,0,1,1,5,True,Gas,Mixta,49.1,Invierno,8.3,258.95,True,21,0.162,41.95,22.7,Inefficient
4941,Casa,102.8,1,1,17.0,Average,E,False,1,False,10.7,1794.48,1,1,2,1,1,0,7,False,Ninguna,LED,77.1,Verano,27.3,233.75,True,22,0.133,31.09,31.0,Moderate
4942,Departamento,48.3,1,1,21.0,Good,B,False,1,False,11.6,1379.99,1,2,1,0,1,0,15,True,Eléctrica,LED,50.6,Invierno,5.7,264.33,True,21,0.161,42.56,46.5,Moderate
4943,Casa,111.1,1,2,63.0,Excellent,D,False,1,True,23.9,1412.53,1,1,0,1,1,0,5,True,Gas,Incandescente,32.5,Verano,30.7,604.0,True,19,0.199,120.2,5.7,Inefficient
4944,Departamento,59.8,4,1,9.0,Excellent,B,False,5,True,17.6,550.07,1,1,1,5,1,0,13,True,Eléctrica,LED,65.5,Primavera,20.6,563.98,True,18,0.237,133.66,62.9,Efficient
4945,Departamento,41.6,1,3,46.0,Poor,E,False,1,False,11.6,360.48,0,1,1,0,1,0,11,True,Gas,Mixta,54.7,Primavera,22.0,313.78,True,18,0.174,54.6,0.1,Inefficient
4946,Casa,114.5,3,2,12.0,Excellent,B,False,1,False,14.3,2647.38,0,1,0,1,1,0,8,False,Ninguna,Mixta,85.3,Verano,30.2,292.76,True,18,0.187,54.75,64.2,Efficient
4947,Departamento,79.6,3,3,9.0,Average,A,False,6,False,10.3,1163.34,0,2,3,3,1,0,12,True,Eléctrica,LED,61.6,Primavera,26.6,328.57,True,23,0.175,57.5,62.2,Efficient
4948,Casa,162.7,1,2,68.0,Poor,E,False,1,True,16.7,900.21,0,1,2,1,1,0,11,True,Gas,Incandescente,51.3,Primavera,22.8,637.61,True,19,0.18,114.77,0.0,Inefficient
4949,Departamento,44.2,1,2,7.0,Excellent,B,False,3,True,19.5,468.66,0,1,2,4,1,0,16,True,Eléctrica,LED,76.1,Invierno,3.6,620.38,True,14,0.151,93.68,78.5,Efficient
4950,Departamento,52.6,3,1,,Poor,D,False,3,False,10.5,311.9,1,2,2,4,1,0,14,False,Ninguna,LED,61.2,Otoño,11.1,245.37,True,20,0.177,43.43,28.6,Moderate
4951,Departamento,69.3,1,1,32.0,Good,E,False,2,True,17.1,976.64,1,1,0,3,1,0,11,True,Gas,Mixta,47.3,Verano,25.5,533.12,True,20,0.17,90.63,24.3,Inefficient
4952,Departamento,45.8,1,2,11.0,Excellent,D,False,1,True,21.7,789.5,1,1,1,5,1,0,15,False,Ninguna,Mixta,70.0,Invierno,6.0,499.77,True,18,0.155,77.46,14.5,Inefficient
4953,Casa,200.3,3,2,28.0,Good,E,False,1,False,11.5,,0,1,1,0,1,1,8,True,Eléctrica,Mixta,66.5,Verano,30.1,276.83,True,18,0.185,51.21,36.8,Moderate
4954,Casa,183.1,4,5,62.0,Excellent,A,False,4,False,11.6,6718.7,4,1,2,2,1,0,12,True,Gas,Mixta,62.7,Invierno,10.8,369.06,True,14,0.173,63.85,73.7,Efficient
4955,Pequeño Comercio,65.5,4,4,28.0,Poor,A,False,6,False,11.0,598.48,0,3,2,7,0,0,20,False,Ninguna,Mixta,75.7,Invierno,8.7,500.96,True,16,0.183,91.68,50.2,Moderate
4956,Casa,203.7,6,4,20.0,Average,E,False,2,False,8.0,6400.11,2,2,2,0,1,0,11,True,Losa Radiante,Incandescente,85.4,Primavera,23.1,331.23,True,19,0.17,56.31,21.9,Inefficient
4957,Departamento,50.2,2,1,15.0,Excellent,E,True,4,True,20.8,,0,1,0,4,1,0,13,True,Eléctrica,Mixta,72.2,Primavera,23.9,2540.8606166036398,True,16,0.215,84.99,70.8,Efficient
4958,Casa,137.6,4,3,20.0,Average,A,False,5,False,16.7,2125.0,2,2,5,8,1,0,26,True,Eléctrica,Mixta,79.1,Verano,27.8,1124.97,True,16,0.166,186.75,51.1,Moderate
4959,Casa,62.6,3,1,11.0,Excellent,A,False,4,False,11.8,1114.61,1,2,5,1,1,0,13,True,Eléctrica,LED,62.3,Otoño,14.2,340.33,True,19,0.188,63.98,79.9,Efficient
4960,Departamento,67.9,4,5,56.0,Average,E,False,3,True,24.0,594.79,0,2,1,4,1,0,17,True,Gas,LED,61.2,Otoño,14.9,501.94,True,18,0.17,85.33,37.7,Moderate
4961,Casa,154.7,5,2,27.0,Excellent,D,False,1,True,18.7,2193.24,0,1,1,1,1,0,6,False,Ninguna,LED,64.5,Primavera,24.2,253.86,True,20,0.167,42.39,53.0,Efficient
4962,Departamento,73.3,2,3,30.0,Excellent,E,False,1,False,13.0,1780.4,0,2,1,2,1,0,7,True,Eléctrica,Mixta,67.1,Primavera,18.1,214.51,True,17,0.202,43.33,49.1,Moderate
4963,Casa,142.8,7,4,21.0,Excellent,B,True,4,False,17.3,2193.21,3,1,2,4,1,0,20,True,Eléctrica,LED,61.8,Primavera,21.7,407.26,True,19,0.175,71.27,74.7,Efficient
4964,Pequeño Comercio,42.4,2,1,13.0,Good,A,False,3,False,14.9,368.9,0,2,1,2,0,0,9,True,Eléctrica,LED,67.5,Verano,26.1,253.77,True,18,0.168,42.63,74.5,Efficient
4965,Departamento,90.0,3,2,23.0,Poor,E,False,5,True,21.2,2978.06,1,2,3,7,1,1,21,True,Eléctrica,Mixta,74.8,Verano,25.4,1069.44,True,21,0.178,190.36,13.6,Inefficient
4966,Casa,105.6,1,2,59.0,Poor,D,False,1,False,11.6,2386.04,0,1,0,1,1,0,8,True,Gas,LED,47.2,Primavera,21.3,149.18,True,19,0.185,27.6,27.9,Moderate
4967,Departamento,34.0,3,1,12.0,Average,E,False,2,True,17.7,683.29,0,1,0,2,1,0,5,True,Eléctrica,Mixta,78.8,Verano,29.8,214.74,True,18,0.155,33.28,26.9,Moderate
4968,Pequeño Comercio,34.7,1,1,5.0,Average,B,False,1,False,9.7,264.88,1,2,0,1,0,1,12,True,Eléctrica,LED,79.8,Invierno,13.3,235.44,True,18,0.182,42.85,50.8,Moderate
4969,Departamento,119.7,3,1,59.0,Poor,D,False,4,False,9.4,465.56,0,2,7,2,1,0,18,True,Gas,Mixta,60.0,Otoño,10.1,388.69,True,20,0.203,78.9,18.8,Inefficient
4970,Departamento,102.1,2,2,,Excellent,A,False,1,False,18.3,2590.58,1,1,1,1,1,1,14,False,Ninguna,LED,62.6,Otoño,21.4,401.67,True,23,0.183,73.51,49.1,Moderate
4971,Casa,140.6,3,1,24.0,Good,E,True,2,True,19.9,4147.14,2,1,1,2,1,0,10,False,Ninguna,Mixta,62.0,Verano,26.4,315.25,True,19,0.18,56.74,62.7,Efficient
4972,Casa,85.6,2,2,,Poor,E,False,7,False,19.6,1395.81,0,1,3,7,1,0,17,True,Gas,LED,43.8,Invierno,6.3,913.05,True,16,0.199,181.7,31.3,Moderate
4973,Casa,69.6,7,3,2.0,Good,A,False,5,False,9.5,1605.26,1,2,4,1,1,0,14,True,Eléctrica,Mixta,,Primavera,23.9,392.96,True,21,0.201,78.98,60.1,Efficient
4974,Casa,122.7,3,1,10.0,Good,A,False,2,True,24.0,904.51,2,1,2,3,1,0,13,False,Ninguna,LED,75.5,Verano,26.6,751.97,True,16,0.213,160.17,46.2,Moderate
4975,Casa,166.2,8,5,33.0,Good,B,False,5,False,8.0,1202.12,2,1,2,1,1,0,19,True,Gas,LED,73.1,Otoño,12.1,301.69,True,20,0.187,56.42,62.2,Efficient
4976,Casa,112.4,2,4,22.0,Good,A,False,2,False,11.9,2700.98,0,1,2,1,1,1,9,True,Eléctrica,Incandescente,88.9,Primavera,23.0,437.72,True,16,0.18,78.79,57.3,Efficient
4977,Casa,123.2,4,3,14.0,Poor,A,False,8,False,9.1,1396.42,1,1,5,6,1,0,20,True,Eléctrica,Mixta,66.1,Invierno,3.7,692.77,True,18,0.18,124.7,36.7,Moderate
4978,Departamento,39.0,3,4,27.0,Poor,C,False,4,False,14.4,534.74,0,1,1,2,1,0,13,False,Ninguna,Mixta,54.1,Verano,27.5,433.32,True,21,0.166,71.93,31.2,Moderate
4979,Casa,93.5,2,3,60.0,Good,E,False,1,True,24.0,521.69,0,1,1,2,1,0,9,False,Ninguna,Incandescente,,Verano,31.3,751.64,True,19,0.147,110.49,0.0,Inefficient
4980,Casa,293.2,5,3,47.0,Poor,E,False,5,False,12.3,1372.03,2,1,6,6,1,0,22,True,Gas,Mixta,46.2,Otoño,11.8,490.53,True,19,0.185,90.75,16.4,Inefficient
4981,Departamento,78.7,2,1,14.0,Good,A,False,1,True,23.8,3660.39,0,1,2,3,1,0,11,True,Eléctrica,LED,62.4,Otoño,6.4,280.03,True,21,0.185,51.81,55.6,Efficient
4982,Casa,75.7,3,4,43.0,Good,C,False,5,False,12.3,2057.27,1,2,3,6,1,1,21,False,Ninguna,Incandescente,72.8,Otoño,13.5,742.74,True,15,0.186,138.15,51.0,Moderate
4983,Casa,76.3,3,3,68.0,Poor,E,False,3,False,9.5,1475.6,0,1,2,3,1,0,8,True,Gas,Incandescente,14.8,Verano,28.1,373.31,True,15,0.179,66.82,0.3,Inefficient
4984,Casa,208.2,7,3,53.0,Excellent,E,False,3,False,8.2,9046.5,3,1,3,4,1,0,20,True,Gas,LED,76.9,Otoño,13.5,225.24,True,21,0.133,29.96,64.6,Efficient
4985,Departamento,67.6,4,1,37.0,Poor,C,False,8,False,15.6,422.26,1,2,12,12,1,0,33,False,Ninguna,LED,90.1,Primavera,19.4,794.33,True,15,0.225,178.72,35.4,Moderate
4986,Departamento,56.6,2,3,44.0,Poor,E,False,2,False,8.6,860.68,0,1,1,3,1,0,10,False,Ninguna,Mixta,,Primavera,19.5,181.51,True,19,0.163,29.59,21.8,Inefficient
4987,Departamento,82.1,2,1,15.0,Excellent,A,False,1,False,11.5,1269.92,1,1,0,1,1,0,8,True,Eléctrica,Mixta,65.7,Invierno,0.6,250.6,True,17,0.174,43.6,64.2,Efficient
4988,Departamento,74.5,1,3,52.0,Poor,E,False,1,True,21.1,335.92,0,1,1,3,1,1,13,True,Gas,Mixta,68.0,Invierno,7.1,316.02,True,20,0.152,48.04,0.0,Inefficient
4989,Casa,134.3,5,1,25.0,Average,E,False,6,False,12.7,2075.42,2,1,7,4,1,0,17,True,Eléctrica,LED,74.5,Invierno,9.9,548.35,True,19,0.197,108.02,44.7,Moderate
4990,Pequeño Comercio,112.0,4,3,16.0,Excellent,B,False,7,False,11.2,2755.04,1,3,5,6,0,0,21,False,Ninguna,Incandescente,81.8,Verano,31.6,975.08,True,20,0.196,191.12,55.0,Efficient
4991,Casa,52.8,2,1,14.0,Excellent,A,False,3,False,16.7,1716.03,0,2,4,1,1,0,17,True,Eléctrica,Mixta,84.4,Otoño,11.8,450.12,True,19,0.156,70.22,82.8,Efficient
4992,Departamento,122.0,4,1,,Good,E,False,3,True,,3154.46,1,1,1,4,1,1,14,True,Gas,Mixta,87.9,Otoño,14.0,637.21,True,17,0.174,110.87,50.8,Moderate
4993,Casa,181.9,6,2,14.0,Good,C,False,8,False,15.6,4141.13,5,1,4,6,1,1,26,True,Losa Radiante,LED,88.2,Primavera,18.6,966.57,True,17,0.188,181.72,61.7,Efficient
4994,Casa,142.1,3,3,23.0,Good,E,False,3,False,17.1,3189.88,2,1,0,3,1,0,11,True,Eléctrica,Incandescente,63.2,Otoño,13.8,773.97,True,16,0.196,151.7,26.3,Moderate
4995,Casa,291.8,8,1,14.0,Good,C,False,5,True,23.0,6985.78,4,2,3,6,1,0,23,False,Ninguna,Mixta,84.7,Primavera,15.6,1003.94,True,18,0.195,195.77,59.7,Efficient
4996,Departamento,70.6,1,1,31.0,Good,E,False,1,False,8.0,2678.55,1,1,1,0,1,0,13,True,Gas,Mixta,77.1,Otoño,20.5,163.1,True,19,0.176,28.71,44.0,Moderate
4997,Casa,89.5,2,1,62.0,Excellent,E,False,5,False,11.9,,1,2,2,5,1,0,17,True,Gas,Mixta,60.2,Otoño,15.1,476.84,True,19,0.17,81.06,41.0,Moderate
4998,Casa,178.8,8,3,32.0,Good,D,False,3,False,11.4,545.56,1,1,3,1,1,0,11,True,Gas,Mixta,50.8,Primavera,24.3,362.58,True,19,0.199,72.15,45.7,Moderate
4999,Casa,145.0,2,1,34.0,Good,C,False,1,False,12.2,3005.35,0,1,3,1,1,0,8,True,Gas,Mixta,58.9,Otoño,14.1,215.15,True,18,0.15,32.27,39.9,Moderate
5000,Casa,70.5,2,2,16.0,Average,B,False,1,False,14.0,1811.13,2,2,1,2,1,0,10,True,Eléctrica,Incandescente,74.8,Invierno,9.9,539.76,True,15,0.182,98.24,13.0,Inefficient
5001,Casa,241.5,6,3,9.0,Good,A,False,3,False,11.0,5083.26,4,1,2,1,1,0,15,True,Losa Radiante,Mixta,80.8,Verano,27.3,815.15,True,20,0.191,155.69,50.5,Moderate
5002,Casa,241.4,8,3,49.0,Poor,C,False,4,False,12.1,4133.01,1,1,3,5,1,0,17,True,Gas,LED,55.9,Otoño,17.5,405.78,True,18,0.163,66.14,34.9,Moderate
5003,Departamento,39.6,1,1,14.0,Excellent,A,False,1,True,17.9,1567.8,0,1,0,1,1,0,5,True,Eléctrica,Mixta,79.4,Invierno,9.6,243.8,True,20,0.176,42.91,66.0,Efficient
5004,Casa,168.8,4,3,21.0,Good,B,False,1,False,10.3,2195.79,1,1,1,0,1,0,9,True,Eléctrica,Incandescente,76.7,Invierno,11.4,435.61,True,15,0.167,72.75,14.0,Inefficient
5005,Casa,131.7,4,2,15.0,Excellent,E,False,5,True,17.8,3426.75,2,1,5,3,1,0,20,True,Eléctrica,LED,72.3,Verano,31.6,1011.46,True,18,0.179,181.05,57.6,Efficient
5006,Departamento,55.1,1,2,,Excellent,E,False,1,False,13.2,1787.38,1,1,1,1,1,0,12,False,Ninguna,LED,60.8,Primavera,19.3,138.6,True,21,0.204,28.27,56.2,Efficient
5007,Casa,207.6,5,3,49.0,Poor,E,False,8,False,12.7,781.02,1,2,4,11,1,1,24,True,Gas,Mixta,50.8,Primavera,27.4,787.74,True,18,0.191,150.46,13.7,Inefficient
5008,Casa,94.9,3,2,50.0,Average,D,False,4,False,11.6,1129.52,1,1,2,4,1,0,16,True,Gas,Mixta,49.5,Invierno,10.3,478.01,True,19,0.161,76.96,35.5,Moderate
5009,Casa,120.9,4,2,38.0,Poor,B,False,6,False,8.7,868.59,0,2,5,4,1,0,16,True,Gas,Incandescente,49.9,Invierno,12.6,457.89,True,19,0.189,86.54,24.2,Inefficient
5010,Departamento,66.2,2,1,41.0,Poor,E,False,2,False,14.3,997.5,2,1,4,0,1,0,12,True,Gas,Mixta,62.2,Otoño,17.4,436.26,True,17,0.15,65.44,10.9,Inefficient
5011,Casa,60.2,3,1,22.0,Poor,E,True,5,True,17.2,1074.09,0,1,7,5,1,0,16,True,Eléctrica,LED,71.9,Verano,25.7,285.99,True,20,0.183,52.34,45.1,Moderate
5012,Departamento,114.1,1,3,55.0,Poor,E,False,1,False,11.3,5270.68,2,1,2,1,1,1,14,False,Ninguna,Mixta,52.9,Verano,28.4,501.59,True,21,0.173,86.78,0.0,Inefficient
5013,Departamento,50.2,1,1,10.0,Excellent,A,False,2,False,9.0,,0,1,3,0,1,0,12,False,Ninguna,Mixta,71.0,Invierno,5.2,191.79,True,16,0.185,35.48,68.1,Efficient
5014,Casa,149.1,4,2,36.0,Good,E,False,3,True,21.0,3011.87,3,1,6,4,1,1,21,True,Gas,Mixta,56.1,Primavera,22.5,868.61,True,21,0.176,152.88,22.1,Inefficient
5015,Casa,129.7,5,3,12.0,Good,C,False,2,False,11.2,7470.2,4,1,1,0,1,0,10,False,Ninguna,Mixta,77.4,Invierno,6.2,356.49,True,12,0.199,70.94,49.8,Moderate
5016,Departamento,66.6,2,3,,Good,C,False,4,False,10.6,1157.5,0,1,1,3,1,0,10,False,Ninguna,Mixta,55.9,Primavera,18.6,237.11,True,17,0.148,35.09,47.7,Moderate
5017,Casa,73.9,1,1,13.0,Good,E,False,1,True,19.4,2218.87,1,1,1,1,1,1,14,True,Eléctrica,Mixta,78.3,Verano,33.6,585.1,True,19,0.175,102.39,1.6,Inefficient
5018,Departamento,30.0,3,3,25.0,Good,D,False,2,False,10.6,361.05,1,1,1,1,1,0,10,True,Eléctrica,LED,67.9,Invierno,10.4,235.51,True,18,0.207,48.75,52.0,Moderate
5019,Casa,142.1,5,1,10.0,Excellent,B,False,2,False,9.7,3382.29,5,1,2,2,1,0,18,True,Eléctrica,Mixta,83.2,Otoño,17.7,316.66,True,23,0.178,56.37,59.3,Efficient
5020,Departamento,30.0,2,1,12.0,Excellent,E,False,2,False,11.2,1191.38,0,2,2,0,1,0,8,True,Eléctrica,Mixta,83.0,Otoño,12.2,154.84,True,16,0.183,28.34,52.4,Moderate
5021,Departamento,70.3,1,2,53.0,Excellent,C,False,3,False,17.7,815.31,0,1,2,4,1,0,16,True,Gas,Mixta,75.1,Verano,28.1,588.67,True,17,0.198,116.56,66.0,Efficient
5022,Casa,269.4,3,4,51.0,Average,E,False,2,False,10.3,1977.02,3,1,2,2,1,0,15,False,Ninguna,Mixta,60.1,Otoño,14.9,326.21,True,18,0.173,56.43,23.9,Inefficient
5023,Casa,105.0,8,3,11.0,Good,A,False,8,False,9.7,1388.75,0,1,5,11,1,1,24,True,Eléctrica,Mixta,89.2,Verano,28.9,420.07,True,21,0.172,72.25,65.9,Efficient
5024,Casa,105.5,2,1,23.0,Poor,D,False,2,False,9.5,1914.96,1,1,3,1,1,0,10,False,Ninguna,LED,57.0,Verano,24.4,239.59,True,19,0.176,42.17,31.4,Moderate
5025,Departamento,181.8,7,5,28.0,Excellent,E,False,8,False,8.4,1751.54,1,1,10,5,1,0,22,True,Eléctrica,Incandescente,79.5,Invierno,8.8,772.64,True,23,0.193,149.12,44.9,Moderate
5026,Casa,62.4,1,1,54.0,Average,E,False,2,False,8.3,1665.96,0,1,2,0,1,0,8,True,Gas,Mixta,63.1,Verano,28.1,192.6,True,20,0.134,25.81,20.2,Inefficient
5027,Departamento,53.0,4,1,43.0,Good,E,False,2,False,13.7,1698.52,1,2,2,0,1,0,8,False,Ninguna,Mixta,58.0,Otoño,14.1,201.39,True,19,0.15,30.21,31.3,Moderate
5028,Casa,116.7,4,3,37.0,Poor,D,False,4,False,15.2,1504.94,0,1,9,5,1,0,22,True,Gas,Mixta,46.5,Primavera,17.0,737.21,True,20,0.142,104.68,20.9,Inefficient
5029,Casa,94.8,1,1,,Poor,E,False,3,True,18.0,2510.55,0,1,1,4,1,0,9,True,Gas,LED,51.2,Otoño,10.5,394.78,True,16,0.135,53.3,30.0,Moderate
5030,Casa,133.4,4,2,17.0,Poor,C,False,3,False,14.4,4448.23,4,2,1,2,1,1,17,True,Losa Radiante,Mixta,72.9,Primavera,24.2,495.56,True,20,0.204,101.09,37.0,Moderate
5031,Casa,76.2,3,1,5.0,Excellent,C,False,3,True,18.1,1090.12,1,1,3,4,1,0,13,True,Eléctrica,LED,63.3,Primavera,17.7,416.4,True,23,0.183,76.2,67.2,Efficient
5032,Departamento,86.3,3,1,45.0,Poor,D,False,2,False,9.9,1870.02,0,1,4,0,1,0,8,False,Ninguna,Mixta,62.4,Primavera,22.3,273.07,True,19,0.179,48.88,16.6,Inefficient
5033,Casa,196.8,4,1,15.0,Poor,C,False,6,False,8.0,3965.4,1,2,2,7,1,0,16,True,Eléctrica,Mixta,78.3,Verano,31.0,431.07,True,20,0.211,90.96,35.4,Moderate
5034,Departamento,82.3,1,2,23.0,Poor,C,False,1,False,11.3,951.61,1,1,1,1,1,1,9,False,Ninguna,LED,65.1,Verano,28.1,286.7,True,19,0.178,51.03,24.1,Inefficient
5035,Casa,143.2,1,2,9.0,Excellent,A,False,3,False,8.0,1824.99,0,1,2,0,1,0,10,True,Eléctrica,LED,73.5,Otoño,15.2,189.21,True,18,0.157,29.71,76.2,Efficient
5036,Departamento,122.3,1,1,11.0,Excellent,A,False,1,False,13.7,1691.67,2,1,2,0,1,0,9,True,Eléctrica,Mixta,58.5,Verano,27.9,406.91,True,16,0.139,56.56,54.4,Efficient
5037,Casa,145.6,3,2,4.0,Good,C,False,1,False,14.7,841.72,1,1,2,1,1,0,15,False,Ninguna,LED,64.1,Verano,30.0,242.81,True,18,0.209,50.75,54.5,Efficient
5038,Departamento,77.0,1,1,11.0,Average,C,False,3,True,19.2,689.84,0,2,3,2,1,1,12,True,Eléctrica,Incandescente,79.0,Invierno,9.8,1094.01,True,19,0.206,225.37,11.6,Inefficient
5039,Departamento,71.3,2,1,21.0,Average,B,False,3,False,12.3,2249.31,2,1,5,1,1,0,13,True,Eléctrica,Incandescente,72.1,Otoño,15.0,527.28,True,21,0.177,93.33,40.3,Moderate
5040,Casa,107.7,4,5,19.0,Average,E,False,2,True,21.3,1393.61,0,2,1,1,1,0,10,True,Eléctrica,Mixta,77.4,Invierno,6.7,895.6,True,17,0.201,180.02,0.0,Inefficient
5041,Departamento,103.7,1,1,18.0,Good,A,False,2,False,12.7,1637.6,1,1,0,2,1,0,8,True,Eléctrica,Mixta,75.6,Invierno,10.8,272.82,True,20,0.196,53.47,52.7,Efficient
5042,Departamento,34.0,1,1,35.0,Excellent,D,False,1,False,8.0,756.44,0,1,1,1,1,0,10,True,Gas,LED,61.5,Verano,32.0,102.34,True,20,0.214,21.9,53.5,Efficient
5043,Casa,151.6,3,3,24.0,Good,D,False,3,False,15.7,3381.08,2,1,3,3,1,0,17,True,Eléctrica,Mixta,68.4,Otoño,14.3,555.05,True,20,0.152,84.37,45.5,Moderate
5044,Casa,54.8,3,2,18.0,Good,D,False,2,False,8.6,481.33,0,1,0,2,1,0,9,True,Eléctrica,Incandescente,72.8,Otoño,10.9,198.28,True,18,0.189,37.47,43.4,Moderate
5045,Pequeño Comercio,51.5,1,1,29.0,Poor,C,False,1,False,12.6,929.64,1,2,1,2,0,0,10,True,Eléctrica,Incandescente,67.2,Otoño,18.4,355.66,True,20,0.166,59.04,3.5,Inefficient
5046,Departamento,71.4,1,1,11.0,Good,E,False,4,True,19.2,3087.33,1,2,2,2,1,1,14,False,Ninguna,LED,82.7,Verano,29.3,456.92,True,15,0.185,84.53,58.4,Efficient
5047,Departamento,102.4,3,3,35.0,Good,B,False,2,True,14.3,1557.8,1,1,3,3,1,0,11,True,Gas,LED,58.0,Verano,23.0,367.05,True,19,0.232,85.16,62.1,Efficient
5048,Departamento,92.8,3,1,40.0,Average,A,False,3,True,24.0,2136.85,0,1,0,3,1,0,7,True,Gas,Incandescente,59.6,Invierno,6.6,744.38,True,20,0.172,128.03,37.3,Moderate
5049,Departamento,73.3,4,1,33.0,Good,E,False,6,True,21.2,599.75,1,1,4,6,1,0,16,True,Gas,Mixta,72.8,Primavera,20.9,840.76,True,23,0.17,142.93,37.5,Moderate
5050,Casa,110.1,1,3,70.0,Poor,E,False,1,True,22.5,4105.5,1,1,0,2,1,0,12,True,Gas,Mixta,40.1,Verano,26.1,844.21,True,17,0.162,136.76,0.0,Inefficient
5051,Casa,121.8,3,1,39.0,Excellent,C,False,1,False,11.1,1231.06,1,1,0,1,1,0,7,True,Gas,Incandescente,60.7,Otoño,12.4,330.72,True,22,0.221,73.09,43.9,Moderate
5052,Pequeño Comercio,99.6,1,1,17.0,Good,B,False,1,False,11.9,1331.88,0,2,0,0,0,0,5,True,Eléctrica,LED,66.2,Otoño,14.4,154.28,True,17,0.192,29.62,64.8,Efficient
5053,Departamento,114.8,1,1,,Excellent,A,False,1,False,12.8,352.87,1,2,0,2,1,0,8,True,Eléctrica,Incandescente,59.8,Primavera,15.1,432.44,True,21,0.152,65.73,29.9,Moderate
5054,Casa,88.0,1,3,14.0,Good,B,False,1,True,22.9,1397.78,0,2,2,2,1,0,13,True,Eléctrica,Mixta,71.1,Invierno,6.6,683.34,True,19,0.172,117.53,25.5,Moderate
5055,Casa,114.3,4,5,28.0,Average,E,False,2,False,14.3,1340.53,0,2,2,2,1,0,10,False,Ninguna,Mixta,67.7,Primavera,23.9,347.55,True,15,0.176,61.17,33.9,Moderate
5056,Departamento,59.4,2,1,0.0,Good,A,False,2,False,17.8,250.14,0,1,1,1,1,0,9,True,Eléctrica,Mixta,85.0,Otoño,12.1,305.3,True,16,0.155,47.32,60.0,Efficient
5057,Casa,170.4,7,3,52.0,Average,C,False,5,False,11.1,1770.36,0,1,2,4,1,1,13,True,Gas,Incandescente,42.5,Verano,29.5,655.69,True,19,0.156,102.29,28.9,Moderate
5058,Casa,266.7,6,5,15.0,Good,E,False,2,True,18.5,8036.59,4,1,0,3,1,0,13,True,Losa Radiante,Incandescente,81.8,Primavera,22.7,707.34,True,15,0.173,122.37,23.7,Inefficient
5059,Casa,169.3,1,1,19.0,Poor,A,True,6,False,10.3,2483.0,1,2,5,6,1,0,22,True,Eléctrica,LED,73.9,Invierno,7.1,315.84,True,18,0.185,58.43,60.4,Efficient
5060,Casa,265.3,5,4,40.0,Average,B,False,3,True,22.4,6791.09,2,1,1,2,1,0,9,True,Gas,LED,54.0,Invierno,8.4,677.7,True,16,0.174,117.92,40.2,Moderate
5061,Casa,145.8,8,1,47.0,Poor,C,False,7,False,9.7,3207.99,1,2,5,1,1,0,12,True,Gas,Incandescente,64.5,Invierno,7.1,553.33,True,22,0.148,81.89,26.2,Moderate
5062,Casa,154.0,4,5,35.0,Good,B,False,4,True,18.0,1660.91,0,1,3,3,1,0,14,True,Gas,LED,63.0,Primavera,22.7,377.52,True,20,0.178,67.2,59.5,Efficient
5063,Departamento,103.7,3,2,53.0,Excellent,B,False,4,False,8.0,981.23,1,1,2,6,1,0,14,True,Gas,Incandescente,44.0,Invierno,13.3,458.29,True,18,0.179,82.03,54.2,Efficient
5064,Casa,103.2,8,5,55.0,Poor,A,False,2,False,10.4,1684.68,1,1,0,1,1,0,9,True,Gas,Incandescente,49.7,Primavera,22.9,242.31,True,20,0.16,38.77,23.2,Inefficient
5065,Casa,108.4,2,1,12.0,Good,C,True,2,False,8.0,1053.37,0,2,0,4,1,0,16,True,Eléctrica,Mixta,72.3,Invierno,5.1,294.31,True,23,0.175,51.5,67.7,Efficient
5066,Casa,242.9,4,1,25.0,Good,E,False,6,False,13.0,2554.78,3,2,3,5,1,1,20,False,Ninguna,Mixta,66.0,Invierno,7.0,658.65,True,16,0.201,132.39,46.9,Moderate
